clip_index,trick_index,trick,obstacle,obstacle_detailer,stair_count,slowmo,bank,switch,line,video,year,comments
1,1,fs 180,gap,bump to gap,0,1,1,0,0,Since Day One,2011,
2,2,fs boardslide,ledge,bank to ledge,0,1,1,0,0,Since Day One,2011,
3,3,bs lipslide,rail,handrail,0,1,0,0,0,Since Day One,2011,
4,4,sw fs kickflip,stairs,0,10,1,0,1,0,Since Day One,2011,
5,5,sw bs kickflip,stairs,0,11,1,0,1,0,Since Day One,2011,
6,6,bs feeble,rail,handrail,0,1,0,0,0,Since Day One,2011,
7,7,bs lipslide,rail,bump to rail,0,1,1,0,0,Since Day One,2011,
8,8,kickflip,gap,bump to gap,0,1,1,0,0,Since Day One,2011,
9,9,sw fs bigspin,gap,bump to gap,0,1,1,1,0,Since Day One,2011,
10,10,ollie,gap,bump to gap,0,1,1,0,0,Since Day One,2011,
11,11,fs feeble,rail,handrail,12,1,0,0,0,Since Day One,2011,
12,12,nollie bs heelflip,gap,3 block,0,1,0,1,0,Since Day One,2011,
13,13,nollie kickflip,stairs,0,5 flat 5,1,0,1,0,Since Day One,2011,
14,14,ollie,stairs,over rail,12,0,0,0,0,Since Day One,2011,
15,15,wallie,wall,0,0,0,0,0,1,Since Day One,2011,
15,16,nollie kickflip,flat,0,0,0,0,1,1,Since Day One,2011,
15,17,bs lipslide,ledge,0,0,0,0,0,1,Since Day One,2011,
16,18,bs feeble to bs lipslide,rail,handrail,0,0,0,0,0,Since Day One,2011,
17,19,fs boardslide,rail,out rail,3 flat 4,0,0,0,0,Since Day One,2011,
18,20,suicide 5050,rail,handrail,8,0,0,0,0,Since Day One,2011,
19,21,kickflip,up,stairs,3,0,0,0,1,Since Day One,2011,
19,22,nollie kickflip,stairs,0,3,0,0,1,1,Since Day One,2011,
19,23,kickflip to fs boardslide,rail,handrail,8,0,0,0,1,Since Day One,2011,
20,24,nollie kickflip to bs boardslide,rail,handrail,8,0,0,1,0,Since Day One,2011,
21,25,fs tailslide to fakie,ledge,0,0,0,0,0,1,Since Day One,2011,
21,26,sw tre flip,flat,0,0,0,0,1,1,Since Day One,2011,
21,27,sw fs blunt,ledge,0,0,0,0,1,1,Since Day One,2011,
22,28,nollie to bs crook,rail,handrail,10,0,0,1,0,Since Day One,2011,
23,29,fs smith to fs 180,rail,handrail,8,0,0,0,0,Since Day One,2011,
24,30,sw fs bigspin to bs boardslide,rail,handrail,9,0,0,1,0,Since Day One,2011,
25,31,sw kickflip to sw fs boardslide,rail,handrail,7,0,0,1,0,Since Day One,2011,
26,32,360 shuv,gap,bump to bump,0,0,0,0,0,Since Day One,2011,
27,33,ollie,gap,hip,0,0,1,0,0,Since Day One,2011,
28,34,sw fs shuv,gap,0,0,0,0,1,0,Since Day One,2011,
29,35,tre flip,stairs,0,12,0,0,0,0,Since Day One,2011,
30,36,hardflip,stairs,0,13,0,0,0,0,Since Day One,2011,
31,37,kickflip,flat,0,0,0,0,0,1,Since Day One,2011,
31,38,nollie to fs nosegrind,ledge,0,0,0,0,1,1,Since Day One,2011,
31,39,nollie heelflip,flat,0,0,0,0,1,1,Since Day One,2011,
31,40,fs 180 to sw bs crook,rail,handrail,8,0,0,0,1,Since Day One,2011,
32,41,fs 180 to sw bs crook to regular,rail,into bank,0,0,1,0,1,Since Day One,2011,
32,42,bs bigspin,flat,0,0,0,0,0,1,Since Day One,2011,
32,43,fs 5050 to bs 180,rail,into bank,0,0,1,0,1,Since Day One,2011,
33,44,sw kickflip,gap,love gap,0,0,0,1,0,Since Day One,2011,
34,45,halfcab kickflip,flat,0,0,0,0,0,1,Since Day One,2011,
34,46,bs 180,gap,over rail,0,0,1,0,1,Since Day One,2011,
35,47,ollie,up,stairs,3,0,0,0,1,Since Day One,2011,
35,48,fs nosegrind,rail,0,0,0,0,0,1,Since Day One,2011,
36,49,bs smith,rail,handrail,13,0,0,0,0,Since Day One,2011,
37,50,bs boardslide,rail,bump to rail,0,0,0,0,0,Since Day One,2011,
38,51,fs smith,rail,handrail,2 flat 2,0,0,0,0,Since Day One,2011,
39,52,bs boardslide,rail,around corner,0,0,0,0,0,Since Day One,2011,
40,53,bs kickflip,gap,over rail,12,0,0,0,0,Since Day One,2011,
41,54,kickflip,stairs,0,12,0,0,0,0,Since Day One,2011,
42,55,ollie,gap,0,0,0,0,0,0,Since Day One,2011,
43,56,fakie kickflip,up,curb,0,0,0,0,1,Since Day One,2011,
43,57,sw heelflip,stairs,0,3 flat 3,0,0,1,1,Since Day One,2011,
44,58,fs 5050,rail,0,0,0,0,0,1,Since Day One,2011,
44,59,nollie tre flip,flat,0,0,0,0,1,1,Since Day One,2011,
44,60,hardflip,gap,over rail,0,0,1,0,1,Since Day One,2011,
45,61,bs lipslide,rail,handrail,14,0,0,0,0,Since Day One,2011,
46,62,bs bigspin,stairs,0,11,0,0,0,0,Since Day One,2011,
47,63,nollie bs kickflip,stairs,0,10,0,0,1,0,Since Day One,2011,
48,64,fs heelflip,stairs,0,4 flat 4,0,0,0,0,Since Day One,2011,
49,65,fs 360,stairs,0,4 flat 3,0,0,0,0,Since Day One,2011,
50,66,fs kickflip,gap,to hillbomb,0,0,1,0,0,Since Day One,2011,
51,67,kickflip to bs boardslide,rail,handrail,10,0,0,0,0,Since Day One,2011,
52,68,fs boardslide,rail,handrail,5 flat 5,0,0,0,0,Since Day One,2011,
53,68,fs boardslide,rail,handrail,6 flat 5,0,0,0,0,Since Day One,2011,
54,69,kickflip,stairs,over rail,13,0,0,0,0,Since Day One,2011,
55,70,bs 5050,rail,handrail,12,0,0,0,0,Since Day One,2011,
56,71,kickflip to fs 5050,ledge,hubba,10,1,0,0,1,Since Day One,2011,
56,72,tre flip,flat,0,0,0,0,0,1,Since Day One,2011,
57,73,heelflip,stairs,over rail,12,1,0,0,1,Since Day One,2011,
57,74,bs bigspin,flat,0,0,0,0,0,1,Since Day One,2011,
57,75,sw big heel,flat,0,0,0,0,1,1,Since Day One,2011,
58,76,fs 5-0,rail,handrail,17,0,0,0,0,Since Day One,2011,
59,77,fs feeble,rail,handrail,17,1,0,0,0,Since Day One,2011,
60,78,fs 180 to sw bs crook,ledge,hubba,11,1,0,0,0,Since Day One,2011,
61,78,fs 180 to sw bs crook,ledge,hubba,11,1,0,0,0,Since Day One,2011,
62,79,fs 270 to bs lip to regular,rail,handrail,13,0,0,0,0,Since Day One,2011,
63,79,fs 270 to bs lip to regular,rail,handrail,13,0,0,0,0,Since Day One,2011,
65,80,bs feeble to fs 180,rail,0,0,0,0,0,0,Since Day One,2011,
1,1,sw big heel,gap,0,0,1,0,1,0,Told Ya,2016,
2,2,halfcab to bs crook,rail,handrail,14,0,0,0,0,Told Ya,2016,
3,3,sw heelflip,stairs,0,7 flat 3,0,0,1,0,Told Ya,2016,
4,4,wallie to fs smith,rail,handrail,7,0,0,0,1,Told Ya,2016,
4,5,heelflip,flat,0,0,0,0,0,1,Told Ya,2016,
4,6,wallie,wall,0,0,0,0,0,1,Told Ya,2016,
5,7,fs kickflip,stairs,0,11,0,0,0,0,Told Ya,2016,
6,8,sw fs kickflip,stairs,0,11,0,0,1,0,Told Ya,2016,
7,9,tre flip,flat,0,0,0,0,0,1,Told Ya,2016,
7,10,wallie,rail,0,0,0,0,0,1,Told Ya,2016,
8,11,nollie to bs crook,rail,handrail,6,0,0,0,0,Told Ya,2016,
9,12,halfcab kickflip,stairs,0,4,0,0,0,1,Told Ya,2016,
9,13,nollie fs kickflip,stairs,0,7,0,0,1,1,Told Ya,2016,
10,14,bs 180,gap,bump to gap,0,0,0,0,0,Told Ya,2016,
11,15,bs 180 to sw bs 5-0,rail,handrail,8,0,0,0,0,Told Ya,2016,
12,16,nollie fs heelflip,stairs,0,11,0,0,1,0,Told Ya,2016,
13,17,nollie inward heel,stairs,0,8,0,0,1,0,Told Ya,2016,
14,18,fs boardslide,rail,handrail,5 flat 5,0,0,0,0,Told Ya,2016,
15,19,fs kickflip,stairs,over rail,10,0,0,0,0,Told Ya,2016,for a keg
16,20,ollie,gap,over rail,0,0,0,0,1,Told Ya,2016,
16,21,fs wallride,wall,0,0,0,0,0,1,Told Ya,2016,
16,22,fs 180,gap,over rail,0,0,0,0,1,Told Ya,2016,
16,23,fakie kickflip,flat,0,0,0,0,0,1,Told Ya,2016,
16,24,sw tre flip,flat,0,0,0,0,1,1,Told Ya,2016,
17,25,halfcab to manual to bs bigspin,manny pad,0,0,0,0,0,0,Told Ya,2016,
18,26,fs 5050,rail,handrail,5 flat 5,0,0,0,0,Told Ya,2016,
19,27,bs 5050,ledge,outledge,7 flat 3,0,0,0,0,Told Ya,2016,
20,28,fs tailslide,ledge,0,0,0,0,0,0,Told Ya,2016,with backpack
21,29,fs lipslide,rail,handrail,10,0,0,0,0,Told Ya,2016,
22,30,heelflip,up,curb,0,0,0,0,1,Told Ya,2016,
22,31,bs blunt,ledge,curb,0,0,0,0,1,Told Ya,2016,
23,32,ollie,gap,0,0,0,0,0,1,Told Ya,2016,
24,33,kickflip,gap,0,0,0,0,0,0,Told Ya,2016,
25,34,wallie,wall,to gap,0,0,0,0,0,Told Ya,2016,
26,35,fakie tre flip to sw manny,manny pad,0,0,0,0,0,0,Told Ya,2016,
27,36,bs tailslide to bs kickflip,ledge,0,0,0,0,0,1,Told Ya,2016,
27,37,fakie tre flip,flat,0,0,0,0,0,1,Told Ya,2016,
28,38,fs tailslide,ledge,0,0,0,0,0,0,Told Ya,2016,
29,39,bs crook,rail,handrail,8,0,0,0,0,Told Ya,2016,crust
30,40,bs 5050,rail,handrail,4 flat 4,0,0,0,0,Told Ya,2016,
31,40,bs 5050,rail,handrail,5 flat 4,0,0,0,0,Told Ya,2016,
32,41,fs 5050,rail,handrail to ledge,10,0,0,0,0,Told Ya,2016,
33,42,fs tailslide to fs kickflip,rail,around corner,0,0,0,0,0,Told Ya,2016,
1,1,sw bs crook to regular,rail,bank to rail,0,0,1,1,1,Push Part,2015,
1,2,bs smith,rail,0,0,0,0,0,1,Push Part,2015,
1,3,fs boardslide to fakie,rail,0,0,0,0,0,1,Push Part,2015,
2,4,fs smith,rail,handrail,3 flat 3,0,0,0,0,Push Part,2015,
3,5,fs feeble,rail,handrail,0,0,0,0,0,Push Part,2015,
4,6,bs smith,rail,handrail,0,0,0,0,0,Push Part,2015,
5,7,fs 5-0,rail,gap to rail,4 flat 4,0,0,0,0,Push Part,2015,
6,8,blunt stall to halfcab heelflip,transition,bank,0,0,1,0,0,Push Part,2015,
7,9,nollie to bs 5-0,rail,handrail,12,0,0,1,0,Push Part,2015,
8,9,nollie to bs 5-0,rail,handrail,12,0,0,1,0,Push Part,2015,
9,10,nollie bs heelflip,stairs,0,4,0,0,1,1,Push Part,2015,
9,11,kickflip to bs smith,rail,handrail,8,0,0,0,1,Push Part,2015,
10,12,tre flip to 50-50,rail,handrail,8,0,0,0,0,Push Part,2015,
11,12,tre flip to 50-51,rail,handrail,8,0,0,0,0,Push Part,2015,
12,13,fs feeble,rail,bump to rail,0,0,1,0,1,Push Part,2015,
12,14,wallie to fs 180,wall,0,0,0,0,0,1,Push Part,2015,
13,15,ollie,gap,0,0,0,0,0,0,Push Part,2015,
14,16,fs blunt,rail,bump to rail,0,0,0,0,0,Push Part,2015,
15,17,fs heelflip,gap,bump to gap,0,0,0,0,0,Push Part,2015,
16,18,nollie,up,block,0,0,0,1,1,Push Part,2015,
16,19,fs feeble,rail,0,0,0,0,0,1,Push Part,2015,
16,20,kickflip,up,stairs,4,0,0,0,1,Push Part,2015,
17,21,bs boardslide,rail,0,0,0,0,0,0,Push Part,2015,
18,22,fs noseblunt,rail,handrail,12,0,0,0,0,Push Part,2015,
19,23,kickflip to bs lipslide,rail,handrail,12,0,0,0,0,Push Part,2015,
20,24,nollie to bs crook,rail,handrail,10,0,0,1,0,Push Part,2015,
21,25,fs kickflip,gap,flat gap,0,0,0,0,0,Push Part,2015,
22,25,fs kickflip,gap,flat gap,0,0,0,0,0,Push Part,2015,
23,26,kickflip to bs crook,ledge,hubba,10,0,0,0,0,Push Part,2015,
24,27,suicide 5050,rail,0,0,0,0,0,0,Push Part,2015,
25,28,ollie,stairs,over rail,17,0,0,0,0,Push Part,2015,
26,29,bs 5050,rail,handrail,3 flat 3,0,0,0,0,Push Part,2015,
27,30,bs smith,rail,handrail,3 flat 3,1,0,0,0,Push Part,2015,
28,31,kickflip to bs 5050,rail,handrail,2 flat 6,1,0,0,0,Push Part,2015,
29,32,bs crook,rail,handrail,6 flat 6,0,0,0,0,Push Part,2015,
30,32,bs crook,rail,handrail,6 flat 6,1,0,0,0,Push Part,2015,
31,33,bs boardslide,rail,handrail,10,1,0,0,0,Push Part,2015,down and up
32,34,nollie heelflip to bs noseslide,rail,handrail,10,0,0,1,0,Push Part,2015,
33,35,heelflip to bs crook,rail,handrail,10,1,0,0,0,Push Part,2015,
34,36,ollie,gap,into bank,0,0,1,0,1,Push Part,2015,
34,37,fs kickflip,gap,euro gap,0,1,1,0,1,Push Part,2015,
35,38,sw bs crook,rail,bump to rail,0,1,1,1,0,Push Part,2015,
36,39,bs lipslide,rail,0,0,1,0,0,0,Push Part,2015,
37,40,fs lipslide,rail,handrail,7 flat 7,0,0,0,0,Push Part,2015,
1,1,nollie shuv to bs crook,ledge,0,0,0,0,1,1,Wair n Tear,2013,
1,2,sw kickflip,flat,0,0,0,0,1,1,Wair n Tear,2013,
1,3,fakie 5-0,ledge,0,0,0,0,0,1,Wair n Tear,2013,
2,4,sw heelflip to sw manny,manny pad,0,0,0,0,1,0,Wair n Tear,2013,
3,5,tre flip,gap,0,0,0,0,0,0,Wair n Tear,2013,
4,6,kickflip,stairs,over rail,4,0,0,0,0,Wair n Tear,2013,
5,7,bs 180,gap,bump to gap,0,0,1,0,0,Wair n Tear,2013,
6,8,fs wallride,transition,wall,0,0,1,0,0,Wair n Tear,2013,
7,9,sw fs heelflip,up,block,0,0,0,1,1,Wair n Tear,2013,
7,10,nollie kickflip,flat,0,0,0,0,1,1,Wair n Tear,2013,
7,11,nollie heelflip to bs tailslide to fakie,ledge,0,0,0,0,1,1,Wair n Tear,2013,
7,12,sw kickflip,stairs,0,4,0,0,1,1,Wair n Tear,2013,
8,13,ollie,gap,bump to gap,0,0,1,0,0,Wair n Tear,2013,
9,14,halfcab to bs crook,rail,handrail,9,0,0,0,0,Wair n Tear,2013,
10,15,fs kickflip,flat,over pawn,0,0,0,0,0,Wair n Tear,2013,
11,16,fs nosegrind,ledge,0,0,0,0,0,1,Wair n Tear,2013,
11,17,bs kickflip to sw bs 5-0,ledge,0,0,0,0,0,1,Wair n Tear,2013,
12,18,kickflip,up,block,0,0,0,0,1,Wair n Tear,2013,
12,19,bs crook,rail,0,0,0,0,0,1,Wair n Tear,2013,
12,20,bs tailslide,ledge,0,0,0,0,0,1,Wair n Tear,2013,
12,21,wallie,wall,bin,0,0,0,0,1,Wair n Tear,2013,
12,22,bs boardslide,rail,0,0,0,0,0,1,Wair n Tear,2013,
12,23,tre flip,flat,0,0,0,0,0,1,Wair n Tear,2013,
12,24,bs bigspin,flat,0,0,0,0,0,1,Wair n Tear,2013,
12,25,fakie kickflip,flat,0,0,0,0,0,1,Wair n Tear,2013,
13,26,kickflip to fs lipslide,ledge,0,0,0,0,0,1,Wair n Tear,2013,
14,27,fs blunt,ledge,bank to ledge,0,0,1,0,0,Wair n Tear,2013,
15,28,fs noseblunt,ledge,bank to ledge,0,0,1,0,0,Wair n Tear,2013,
16,29,kickflip to fs noseslide,ledge,bank to ledge,0,0,1,0,0,Wair n Tear,2013,
17,30,fs 180 to sw fs 5-0,rail,bump to rail,0,0,1,0,0,Wair n Tear,2013,
18,31,bs crook to sw fs 5-0,ledge,0,0,0,0,0,1,Wair n Tear,2013,
18,32,fakie kickflip,flat,0,0,0,0,0,1,Wair n Tear,2013,
19,33,fs kickflip,gap,0,0,0,0,0,0,Wair n Tear,2013,
20,34,fs boardslide to fakie,rail,0,0,0,0,0,1,Wair n Tear,2013,
20,35,halfcab kickflip,flat,0,0,0,0,0,1,Wair n Tear,2013,
20,36,bs 180,flat,0,0,0,0,0,1,Wair n Tear,2013,
20,37,fakie ollie,flat,over rail,0,0,0,0,1,Wair n Tear,2013,
21,38,bs lipslide,rail,handrail,8,0,0,0,0,Wair n Tear,2013,
22,39,kickflip to bs crook,ledge,0,0,0,0,0,1,Wair n Tear,2013,
22,40,nollie bs kickflip,flat,0,0,0,0,1,1,Wair n Tear,2013,
22,41,sw heelflip,flat,0,0,0,0,1,1,Wair n Tear,2013,
22,42,sw kickflip to sw bs crook,ledge,0,0,0,0,1,1,Wair n Tear,2013,mirror line
23,43,kickflip,up,block,0,0,0,0,1,Wair n Tear,2013,
23,44,nollie fs kickflip,gap,over bin,0,0,0,1,1,Wair n Tear,2013,
24,45,ollie,up,block,0,0,0,0,1,Wair n Tear,2013,
24,46,nollie inward heel,gap,over bin,0,0,0,1,1,Wair n Tear,2013,
25,47,sw fs heelflip,gap,bump to gap,0,0,1,1,0,Wair n Tear,2013,
26,48,nollie fs kickflip,gap,0,0,0,0,1,0,Wair n Tear,2013,
27,49,nollie bs kickflip,gap,0,0,0,0,1,0,Wair n Tear,2013,
28,50,bs lipslide,ledge,0,0,0,0,0,0,Wair n Tear,2013,
29,51,fs noseblunt,ledge,0,0,0,0,0,1,Wair n Tear,2013,
29,52,bs 180 to sw bs nosegrind to regular,ledge,0,0,0,0,0,1,Wair n Tear,2013,
30,53,bs tailslide to bs 270,ledge,outledge,0,0,0,0,0,Wair n Tear,2013,
31,54,bs tailslide to shuv,ledge,outledge,0,0,0,0,0,Wair n Tear,2013,
32,55,bs 5050,rail,handrail,9,0,0,0,0,Wair n Tear,2013,
33,56,kickflip to bs noseslide,ledge,hubba,6,0,0,0,0,Wair n Tear,2013,
34,57,nollie to fs nosegrind,rail,handrail,6,0,0,1,0,Wair n Tear,2013,
35,58,bs 5050,rail,handrail,5 flat 5,0,0,0,0,Wair n Tear,2013,
36,59,bs lipslide,rail,handrail,5 flat 5,0,0,0,0,Wair n Tear,2013,
37,60,bs 360,stairs,0,4 flat 4,0,0,0,0,Wair n Tear,2013,
38,61,bs kickfllip,stairs,0,11,0,0,0,0,Wair n Tear,2013,
39,62,sw heelflip,stairs,0,10,0,0,1,0,Wair n Tear,2013,
40,63,sw fs bigspin,gap,love gap,0,0,0,1,0,Wair n Tear,2013,
1,1,fs kickflip,stairs,0,12,0,0,0,0,Godspeed,2020,
2,2,kickflip,gap,into bank,0,0,1,0,0,Godspeed,2020,
3,3,sw fs tailslide to regular,ledge,0,0,0,0,1,1,Godspeed,2020,
3,4,bs tailslide to bs kickflip,ledge,0,0,0,0,0,1,Godspeed,2020,
4,5,heelflip,stairs,0,5 flat 5,0,0,1,0,Godspeed,2020,
5,6,ollie,up,bench,0,0,0,0,1,Godspeed,2020,
5,7,wallie,wall,0,0,0,0,0,1,Godspeed,2020,
6,8,halfcab to bs crook,ledge,0,0,0,0,0,1,Godspeed,2020,
6,9,nollie bs heelflip,flat,0,0,0,0,1,1,Godspeed,2020,
6,10,halfcab kickflip,flat,0,0,0,0,0,1,Godspeed,2020,
6,11,fs blunt to bs kickflip,ledge,0,0,0,0,0,1,Godspeed,2020,
6,12,sw tre flip,flat,0,0,0,0,1,1,Godspeed,2020,
7,13,fs shuv to bs nosegrind,ledge,0,0,0,0,0,1,Godspeed,2020,
7,14,nollie hardflip,stairs,0,6,0,0,1,1,Godspeed,2020,
8,15,nose manny to nollie kickflip,manny pad,0,0,0,0,0,1,Godspeed,2020,
8,16,fakie manny to fakie kickflip,manny pad,0,0,0,0,1,1,Godspeed,2020,mirror line
9,17,nollie fs tailslide to fakie,ledge,0,0,0,0,1,1,Godspeed,2020,
9,18,fakie bs tailslide to regular,ledge,0,0,0,0,0,1,Godspeed,2020,mirror line
9,19,sw fs shuv to sw bs noseslide,ledge,0,0,0,0,1,1,Godspeed,2020,
10,20,bs tailslide to fakie,ledge,0,0,0,0,0,1,Godspeed,2020,
10,21,sw heelflip to sw fs tailslide to sw fs bigspin,ledge,0,0,0,0,1,1,Godspeed,2020,
10,22,bs kickflip,flat,0,0,0,0,0,1,Godspeed,2020,
11,23,sw bs noseslide to nollie fs 180,ledge,into bank,0,0,0,1,0,Godspeed,2020,
12,24,sw bs kickflip to nose manny,manny pad,0,0,0,0,1,0,Godspeed,2020,
13,25,sw fs tailslide,ledge,0,0,0,0,1,1,Godspeed,2020,
13,26,sw heelflip to sw fs nosegrind,ledge,0,0,0,0,1,1,Godspeed,2020,
14,27,bs kickflip,gap,0,0,0,1,0,0,Godspeed,2020,
15,28,bs boardslide,rail,handrail,12,0,0,0,1,Godspeed,2020,
15,29,tre flip,flat,0,0,0,0,0,1,Godspeed,2020,
16,30,nollie kickflip,flat,0,0,0,0,1,1,Godspeed,2020,
16,31,hardflip,stairs,0,11,0,0,0,1,Godspeed,2020,
16,32,fs 180,stairs,0,4,0,0,0,1,Godspeed,2020,
17,33,nollie inward heel,gap,0,4,0,1,1,0,Godspeed,2020,
18,34,varial heelflip,stairs,over rail,12,0,1,0,0,Godspeed,2020,
19,35,bs smith,ledge,hubba,11,0,0,0,0,Godspeed,2020,
20,36,bs overcrook,rail,handrail,13,0,0,0,0,Godspeed,2020,
21,37,shuv to fs 5050,rail,handrail,12,0,0,0,0,Godspeed,2020,
22,37,shuv to fs 5050,rail,handrail,12,0,0,0,0,Godspeed,2020,
23,38,kickflip to bs 5050,rail,handrail,9,0,0,0,0,Godspeed,2020,
24,39,bs kickflip,stairs,0,12,0,0,0,1,Godspeed,2020,
24,40,sw heelflip,gap,0,0,0,0,1,1,Godspeed,2020,
25,41,nollie kickflip,stairs,over handrail,9,0,0,1,0,Godspeed,2020,
26,42,fakie inward heelflip,stairs,over handrail,9,0,0,0,0,Godspeed,2020,
27,43,heelflip,stairs,over handrail,13,0,0,0,0,Godspeed,2020,
28,44,kickflip,stairs,over handrail,11,0,0,0,0,Godspeed,2020,
29,44,kickflip,stairs,over handrail,11,0,0,0,0,Godspeed,2020,
30,45,ollie,up,stairs,3,0,0,0,1,Godspeed,2020,
