clip-index,trick-index,trick,switch / nollie,line,slowmo,obstacle,obstacle-detailed,location,video,year,notes,crust,,
45,51,noseblunt stall yank out drop in,,,,transition,pool,,Brutality,2008,,1,,

1,1,switch hill bomb,1,,,flat,,,Frontside Skate Shop,2009,A video from a Colombian skate shop,,,

2,2,fs boardslide,,,,rail,flat rail,from bank,Frontside Skate Shop,2009,,,,

3,3,fs nose axel stall to fakie,,,,transition,pool,,Frontside Skate Shop,2009,,,,

4,4,switch fs 180,1,,,gap,into bank,,Frontside Skate Shop,2009,,1,,

5,5,fs 50-50,,1,,ledge,,,Frontside Skate Shop,2009,,1,,

5,6,nollie 360 flip,1,1,,flat,,,Frontside Skate Shop,2009,,,,

6,7,bs 50-50,,,,ledge,,,Frontside Skate Shop,2009,,1,,

7,8,ollie,,,,gap,ledge to ledge,,Frontside Skate Shop,2009,,1,,

8,9,acid drop,,,,transition,mini ramp,,Frontside Skate Shop,2009,,,,

9,10,fs ollie,,,,flat,into quarter,park,Frontside Skate Shop,2009,,,,

10,11,acid drop,,,,transition,into bank,park,Frontside Skate Shop,2009,,,,

11,12,fs stalefish grab,,,,transition,quarter,park,Frontside Skate Shop,2009,,,,

12,13,ollie to fakie,,,,gap,quarter to quarter,park,Frontside Skate Shop,2009,,,,

13,14,360 flip,,,,transition,bank,,Frontside Skate Shop,2009,,1,,

14,15,ollie,,,,gap,over wall,,Frontside Skate Shop,2009,,,,

15,16,ollie,,,,flat,over rail,,Frontside Skate Shop,2009,,,,

16,17,bs carve,,,,bank, ,,Frontside Skate Shop,2009,,,,

17,18,bs 360 ollie kickflip,,,,transition,hip,park,Frontside Skate Shop,2009,!!!,,,

18,19,switch 360 flip to fakie,1,,,bank,,,Frontside Skate Shop,2009,,,,

19,20,ollie,,,,gap,,,Frontside Skate Shop,2009,,,,

20,21,ollie,,,,gap,into bank,Brooklyn Banks,Frontside Skate Shop,2009,,,,

21,22,switch ollie,1,,,gap,over rail,,Frontside Skate Shop,2009,,,,

22,23,bs wallride,,,,wall,bank to wall,,Frontside Skate Shop,2009,,,,

23,24,bs bluntslide to fakie,,,,ledge,bank to ledge,,Frontside Skate Shop,2009,,,,

24,25,ollie,,1,,flat,over rail,into bank,Frontside Skate Shop,2009,,1,,

24,26,ollie,,1,,bank,over obstacle,into bank,Frontside Skate Shop,2009,,1,,

24,27,ollie,,,,flat,over rail,into bank,Frontside Skate Shop,2009,,1,,

25,28,switch ollie,1,,,flat,over rail,into bank,Frontside Skate Shop,2009,,1,,

26,29,fs 50-50,,,,ledge,,,Frontside Skate Shop,2009,,,,

27,30,fs 50-50 to bs 180,,,,ledge,bank to ledge to bank,,Frontside Skate Shop,2009,,1,,

28,31,fs 5-0 grind,,,,ledge,bank to ledge to bank,,Frontside Skate Shop,2009,,1,,

29,32,fs 5-0 to fs shove,,,,ledge,out ledge,Pyramid Ledges,Frontside Skate Shop,2009,,,,

30,33,bs wallride,,,,wall,up stairs,,Frontside Skate Shop,2009,,,,

31,34,switch fs 180 to fs wallride,,,,wall,down stairs,,Frontside Skate Shop,2009,,,,

32,35,fs wallride to fs revert,,,,wall,bank to wall,,Frontside Skate Shop,2009,,,,

33,36,fs 50-50,,,,ledge,hubba,,Frontside Skate Shop,2009, ,,,

1,1,ollie,,1,,flat,into bank,,Worst Skater of the Year,2010,,1,,

1,2,bs noseblunt to bs revert,,1,,ledge,flatbank,,Worst Skater of the Year,2010,,1,,

2,3,fs tailslide,,,,ledge,,,Worst Skater of the Year,2010,,1,,

3,4,ollie,,,,flat,into bank,,Worst Skater of the Year,2010,,,,

4,5,fs axel stall,,,,transition,street quarter,,Worst Skater of the Year,2010,,1,,

5,6,fs wallride,,,,transition,quarter to wall,fence!,Worst Skater of the Year,2010,,1,,

6,7,fs ollie,,,,gap,bank to bank,,Worst Skater of the Year,2010,,1,,

7,8,ollie fs nose axel stall to fakie,,,,ledge,bank to ledge,,Worst Skater of the Year,2010,,,,

8,9,fs nosebluntslide,,,,ledge,banked ledge,,Worst Skater of the Year,2010,,,,

9,10,switch fs bluntslide to regular,1,,,ledge,banked ledge,Barcelona,Worst Skater of the Year,2010,,,,

10,11,bs bluntslide hip transfer,,,,ledge,banked ledge,Barcelona,Worst Skater of the Year,2010,,,,

11,12,ollie,,1,,flat,gap into bank,,Worst Skater of the Year,2010,,,,

11,13,fs wallride to fs revert,,1,,wall,bank to wall,ditch,Worst Skater of the Year,2010,,,,

12,14,fs slappy,,1,,ledge,curb,,Worst Skater of the Year,2010,, ,,

12,15,360 flip,,1,,flat,,,Worst Skater of the Year,2010,,,,

12,16,bs wallride,,1,,wall,bank to wall,,Worst Skater of the Year,2010,,,,

12,17,nollie bs kickflip,1,1,,flat,,,Worst Skater of the Year,2010,,,,

13,18,wallie the hip to bs tailstall,,,,ledge,bank to ledge,,Worst Skater of the Year,2010,,,,

14,19,bs bluntslide to kickflip,,,,ledge,,,Worst Skater of the Year,2010,,1,,

15,20,bs bluntslide,,,,ledge,bank to ledge to bank,,Worst Skater of the Year,2010,,1,,

16,21,heelflip,,,,flat,flat gap,,Worst Skater of the Year,2010,,1,,

17,22,fs lipslide to fakie,,,,rail,gap to rail,,Worst Skater of the Year,2010, , ,,

18,23,fs tail stall,,,,transition,street quarter,,Worst Skater of the Year,2010,,1,,

19,24,switch fs 5-0,1,,,ledge,into bank,,Worst Skater of the Year,2010,,,,

20,25,bs nosepick yank out,,,,transition,pool,,Worst Skater of the Year,2010,,,,

21,26,bs lipslide to fakie,,,,ledge,,,Worst Skater of the Year,2010,,1,,

22,27,bs boardslide to nollie bs shove transfer,,,,ledge,,,Worst Skater of the Year,2010,,,,

23,28,bs bluntslide,,,,rail,handrail,,Worst Skater of the Year,2010,,,,

24,29,wallie  ,,,,transition,,,Worst Skater of the Year,2010,to bottle smash,1,,

25,30,blunt to fs 180,,,,transition,street quarter,,Worst Skater of the Year,2010,,1,,

26,31,fs wallride yank out,,,,wall,into bank,ditch,Worst Skater of the Year,2010,,,,

27,32,ollie to bs lipslide,,,,ledge,gap to ledge,,Worst Skater of the Year,2010,,,,

28,33,bs noseslide to nollie bs shove transfer,,,,ledge,banked ledge,ditch,Worst Skater of the Year,2010,,1,,

29,34,kickflip bs nose pick,,,,transition,pool,,Worst Skater of the Year,2010,,1,,

30,35,fs ollie,,,,transition,,ditch,Worst Skater of the Year,2010,,1,,

1,1,fs tailslide,,,,ledge,bank to ledge,ditch,Habitat - Origins,2010,tricks not in WSOTY,,,

2,2,fs 50-50,,,,rail,handrail,kinked,Habitat - Origins,2010,tricks not in WSOTY,,,

3,3,fs carve,,,,bank,flat bank,,Habitat - Origins,2010,tricks not in WSOTY,,,

1,1,fs wallride,,,,wall,bank to wall,,The Other Ones,2011,a leftover iPath part,,,

2,2,switch bs bluntslide to regular,1,1,,ledge,banked ledge,,The Other Ones,2011,,,,

2,3,bs 360 ollie,,1,,flat,into bank,,The Other Ones,2011,,,,

3,4,bs tailslide,,,,ledge,banked ledge,,The Other Ones,2011,,,,

4,5,bs wallride,,,,wall,bank to wall,,The Other Ones,2011,,,,

5,6,switch bs boardslide to regular,1,,,transition,pool,,The Other Ones,2011,,,,

6,7,bs pivot to fakie,,,,transition,street quarter,,The Other Ones,2011,,,,

7,8,ns noseblunt,,,,transition,quarter,ditch,The Other Ones,2011,,1,,

8,9,bs bluntslide hip transfer,,,,transition,quarter,park,The Other Ones,2011,,,,

9,10,bs nose pick,,,,transition,quarter,park,The Other Ones,2011,,,,

10,11,bs tailblock,,,,transition,quarter,park,The Other Ones,2011,,1,,

11,12,fs tailslide,,1,,transition,quarter,park,The Other Ones,2011,,1,,

11,13,bs pivot to fakie,,1,,transition,quarter,park,The Other Ones,2011,,1,,

11,14,bs noseblunt,,1,,transition,quarter,park,The Other Ones,2011,,1,,

12,15,fs kickflip,,,1,bank,flatbank,,The Other Ones,2011,, ,,

13,16,foot plant,,,,flat,into bank,,The Other Ones,2011,,1,,

14,17,bs bluntslide  ,,1,,ledge,banked ledge,,The Other Ones,2011,,,,

15,18,kickflip bs pivot to fakie,,,,transition,quarter,park,The Other Ones,2011,,,,

16,19,360 flip,,1,,flat,,,The Other Ones,2011,,,,

16,20,fs boardslide,,1,,ledge,,,The Other Ones,2011,,,,

17,21,bs 180 nosegrind to forward,,,,rail,flat rail,launch into,The Other Ones,2011,another name for this trick?,,,

18,22,ollie,,,,gap,into bank,,The Other Ones,2011,,,,

19,23,drop in,,,,transition,street quarter,,The Other Ones,2011,,,,

19,24,ollie,,,,gap,,,The Other Ones,2011,,,,

20,25,fs kickflip,,,,gap,quarter to quarter,ditch,The Other Ones,2011,,1,,

21,26,wallride rock to fakie,,,,wall,bank to wall,ditch,The Other Ones,2011,,,,

22,27,crooked to fakie,,1,,ledge,bank to ledge,ditch,The Other Ones,2011,,,,

22,28,fakie wallride,,1,,wall,bank to wall,ditch,The Other Ones,2011,,,,

23,29,fs tailslide,,,,ledge,out ledge,banked,The Other Ones,2011,, ,,

24,30,switch bs boardslide to regular,1,,,ledge,out ledge,,The Other Ones,2011,,,,

25,31,nollie bs kickflip,1,1,,flat,,,The Other Ones,2011,,,,

25,32,switch crooked to regular,1,1,,ledge,,,The Other Ones,2011,,,,

26,33,switch wallride to bs boardslide to regular,1,,,ledge,bank to wall to ledge,,The Other Ones,2011,,,,

27,34,fs wallride to fs disaster,,,,wall,bank to wall  ,,The Other Ones,2011,,1,,

28,35,bs boardsllide transfer,,,,rail,flat rail,into bank,The Other Ones,2011,,,,

29,36,bs tail block,,,,transition,pool,,The Other Ones,2011,,,,

30,37,blunt to rock to fakie,,,,transition,street half pipe,,The Other Ones,2011,,,,

31,38,ollie,,,,flat,into bank,,The Other Ones,2011,,,,

32,38,ollie,,,,flat,into bank,,The Other Ones,2011,alternate angle of trick 38,,,

33,39,kickflip bs tailstall bs revert,,,,transition,street quarter,,The Other Ones,2011,,,,

34,40,sal flip fast plant to fakie,,,1,transition,street quarter,,The Other Ones,2011,,,,

35,41,switch bs crooked to regular,1,,,ledge,out ledge,,The Other Ones,2011,,,,

36,42,bs pivot to fakie,,,,transition,street half pipe,,The Other Ones,2011,,,,

1,1,no comply,,,,gap,into bank,,Welcome to Seasons,2011,"clips in part previously in Other Ones, WSOTY",1,,

2,2,kickflip,,,,gap,flat gap,roof gap,Welcome to Seasons,2011,, ,,

3,3,nose manual,,,,flat,into bank,,Welcome to Seasons,2011,,,,

4,4,bs smith stall,,,,transition,pool,,Welcome to Seasons,2011,clips in part used again in Sober?, ,,

5,5,switch fs boardslide to forward,1,,,transition,pool,,Welcome to Seasons,2011,,,,

6,6,switch fs 5-0,1,,,ledge,into bank,,Welcome to Seasons,2011,,,,

7,7,switch fs bluntslide to forward,1,,,ledge,,,Welcome to Seasons,2011,,1,,

1,1,ollie,,,,flat,into bank,,Real Street,2012,to slam,,,

2,2,fs roll in,,,,transition,,,Real Street,2012,holding beer,1,,

3,3,roll on fs tailslide to drop in,,1,,transition,pool,,Real Street,2012,,1,,

3,4,bs nosepick yank out,,1,,transition,pool,,Real Street,2012,,,,

4,5,bs tail block,,,,transition,pool,,Real Street,2012,,,,

5,6,sal flip fs disaster,,,,transition,,ditch,Real Street,2012,,1,,

6,7,bs disaster,,,,transition,street half pipe,,Real Street,2012,,,,

7,8,fs roll in,,,,gap,into bank,NYC,Real Street,2012,,1,,

8,9,blunt to nose axel stall,,,,ledge,banked ledge,,Real Street,2012,,,,

9,10,switch crooked to regular,1,,,ledge,,,Real Street,2012,,,,

10,11,crooked to fakie,,,,ledge,bank to ledge,,Real Street,2012,,,,

11,12,fs shove,,1,,flat,,,Real Street,2012,,,,

11,13,bs wallride,,1,,wall,bank to wall,,Real Street,2012,,1,,

11,14,bs 360 ollie,,1,,flat,off curb,,Real Street,2012,,,,

12,15,bs bluntslide transfer,,,,rail,handrail,into bank,Real Street,2012,,,,

13,16,fs boneless,,,,transition,,ditch,Real Street,2012,,1,,

14,17,ollie,,,,gap,into bank,,Real Street,2012,,1,,

15,18,fs kicklfip,,,,transition,,ditch,Real Street,2012,,,,

1,1,boneless,,,,flat,into bank,,Sober?,2012,,,,

2,2,bs 5-0 to bs 180,,,,ledge,bank to ledge,into bank,Sober?,2012,,,,

3,3,bs bluntslide,,,,ledge,bank to ledge to bank,,Sober?,2012,alternate angle of trick 20 from WSOTY ,,,

4,4,bs crooked to fakie,,,,transition,pool,over stairs,Sober?,2012,,,,

5,5,fs 5-0  ,,,,transition,pool,,Sober?,2012,,,,

6,6,fastplant to fakie,,,,transition,street half pipe,,Sober?,2012,,,,

7,7,bs wallride,,1,,transition,,,Sober?,2012,,1,,

7,8,bs pivot to fakie,,1,,transition,,,Sober?,2012,,1,,

8,9,fs wallride,,,,wall,bank to wall,,Sober?,2012,,,,

9,10,fs wallride,,1,,transition,quarter to wall,Shortys,Sober?,2012,,1,,

9,11,fs bluntslide,,1,,ledge,banked ledge,Shortys,Sober?,2012,,1,,

9,12,360 flip,,,,flat,,Shortys,Sober?,2012,,1,,

10,13,fs hurricane grind,,,,ledge,banked ledge,Shortys,Sober?,2012,,1,,

1,1,switch fs 180 to fs 5-0 grind,1,,,ledge,bank to ledge,NYC,Habitat - Search the Horizon,2013,,,,

2,2,fs 5-0 grind to fakie,,,,ledge,banked ledge,,Habitat - Search the Horizon,2013,,,,

3,3,bs bluntslide,,,,ledge,banked ledge,,Habitat - Search the Horizon,2013,,,,

1,1,nollie hardlfip,1,,,stairs,,City Hall,Dirts Win,2013,year estimate: 1994,,,

2,2,fs kickflip,,,,gap,,Pulaski,Dirts Win,2013,year estimate: 1995,,,

3,3,bs 180 to switch 5-0 ,,,,ledge,,Love Park,Dirts Win,2013,year estimate: 1994,,,

4,4,pressure flip,,,,gap,,Pulaski,Dirts Win,2013,year estimate: 1995,,,

5,5,fs noseslide,,,,ledge,,,Dirts Win,2013,year estimate: 2000,,,

6,6,noseblunt yank out drop in,,,,bank,drop in,,Dirts Win,2013,year estimate: 2007,,,

7,7,switch 360 flip,1,,,bank,flat bank,Brooklyn Banks,Dirts Win,2013,year estimate: 2007,,,

8,8,air to fs axel stall yank out,,,,transition,,,Dirts Win,2013,year estimate: 2007,1,,

9,9,fs boardslide,,,,rail,flat rail,down,Dirts Win,2013,year estimate: 2000,,,

10,10,switch bs boardslide,1,,,rail,flat rail,down,Dirts Win,2013,year estimate: 2000,,,

11,11,switch ollie,1,,,gap,over fence,,Dirts Win,2013,year estimate: 2000,,,

12,12,fs tailslide to fs revert,,,,transition,park,,Dirts Win,2013,Mosaic trick 31 alternate take - 2003,,,

13,13,ollie,,1,,gap,bank to bank,,Dirts Win,2013,year estimate: 2004,1,,

13,14,nollie bs kicklfip,1,1,,flat,,,Dirts Win,2013,year estimate: 2004,1,,

14,15,switch crooked,1,,,rail,handrail,FL ledge rail,Dirts Win,2013,Alternate angle of Photosynthesis ender - 2000,, ,

15,16,bs kickflip to fs tailslide down,,,,transition,street quarter,,Dirts Win,2013,year estimate: 2012,,,

16,17,bs half cab to noseslide,,,,ledge,out ledge,,Dirts Win,2013,year estimate: 2005,,,

1,1,fs wallride,,,,wall,bank to wall,,Domestics,2013,alternate take of Sober? trick 10,,,

2,2,heelflip,,1,,flat,,,Domestics,2013,,,,

2,3,bs wallride,,1,,bank to bank,,,Domestics,2013,,,,

3,4,switch crooked to normal,1,,,rail,flat rail,into bank,Domestics,2013,,,,

4,5,ollie,,,,flat,over rail,,Domestics,2013,,1,,

5,6,rock n roll,,,,transition,pool,,Domestics,2013,,,,

6,7,bs 180 to switch 5-0 stall to bs revert,,,,transition,street quarter,ditch,Domestics,2013,,1,,

7,8,bs kickflip to noseblunt to bs revert,,,,transition,street quarter,ditch,Domestics,2013,,1,,

8,9,noseblunt stall yank out,,,,transition,street quarter,,Domestics,2013,literally in bed of dump truck,1,,

9,10,fs 50-50,,,,rail,handrail,,Domestics,2013,,,,

10,11,nosegrab fast plant to fakie,,,,transition,street quarter,,Domestics,2013,,1,,

11,12,no comply,,1,,curb,,,Domestics,2013,,1,,

11,13,ollie,,1,,flat,flat gap,,Domestics,2013,,1,,

11,14,fs roll in,,1,,transition,pool,,Domestics,2013,,1,,

12,15,ollie,,,,gap,flat gap,into bank,Domestics,2013,"clips in this reused later in Sober?, OJ Wheels.",,,

13,16,fakie kickflip,,,,transition,pool,,Domestics,2013,"clips in this from previous vids Real Street, Dirts Win",1,,

1,1,bs bluntslide,,,,transition,street quarter,ditch,OJ Wheels,2015,clips duplicated in Real Street not logged here (5 tricks),1,,

2,2,bean plant to fakie,,,,transition,street halfpipe,ditch,OJ Wheels,2015,,1,,

3,3,fakie kicklfip,,,,transition,pool,,OJ Wheels,2015,,1,,

4,4,switch bs crooked to forward,,,,rail,flat rail,to bank,OJ Wheels,2015,,1,,

5,5,bs carve,,1, ,transition,pool,,OJ Wheels,2015,several of these,,,

5,6,bs carve to fs revert,,1,,transition,pool,,OJ Wheels,2015, ,,,

6,7,bs wallride,,,,wall,bank to wall,,OJ Wheels,2015,,1,,

7,8,fs shove to blunt to fakie,,,,transition,street quarter,ditch,OJ Wheels,2015,,1,,

8,9,bs 180 to switch 5-0 stall to bs revert,,,,transition,street quarter,ditch,OJ Wheels,2015,,1,,

9,10,switch bs boardslide to forward,1,,,transition,street quarter,,OJ Wheels,2015,,1,,

10,11,bs bluntslide to fakie,,,,ledge,banked ledge,,OJ Wheels,2015,,,,

11,12,bs wallride,,,,wall,quarter to wall,,OJ Wheels,2015,,1,,

12,12,bs wallride,,, ,wall,quarter to wall,,OJ Wheels,2015,alternate take of trick 14,1,,

13,13,fs kickflip,,,,transition,quarter to quarter,,OJ Wheels,2015,,1,,

14,14,fs ollie to fs tailslide,,1,,ledge,banked ledge,gap to,OJ Wheels,2015,,1,,

14,15,hippie jump,,1,,flat,,,OJ Wheels,2015,,1,,

15,16,noseblunt stall yank out,,,,transition,into quarter,ditch,OJ Wheels,2015,,1,,

16,17,kickflip to bs wallride,,,,wall,down stairs,,OJ Wheels,2015,slam,,,